event_id,timestamp,user_id,action,file_name,file_type,file_size_bytes,status,processing_time_ms,conversion_type,source_format,target_format,error_type,region,device_type
e8060795-5176-4d7f-a5d4-95ad078395d3,2025-01-26 16:15:14,U00913,upload,invoice_9935.pdf,pdf,779295,success,460,,,,,华东,desktop
ae0fe4f6-7638-4a1d-a749-bb9a12172ddc,2025-01-28 14:45:41,U04140,download,meeting_notes_5557.docx,docx,1717498,success,1654,,,,,西南,mobile
0f5a8c6c-f0ae-444b-9124-b87ff5521769,2025-10-12 08:48:21,U02788,upload,resume_6635.docx,docx,1286105,success,555,,,,,华中,desktop
05cee8ca-98a1-4d13-aa82-3373341d04e4,2025-03-22 14:53:40,U03101,download,readme_2139.txt,txt,13012,success,1683,,,,,华南,desktop
9bd15dd3-7e04-41c2-8713-9280194a3ace,2025-04-14 11:29:40,U01908,preview,contract_4432.pdf,pdf,2289572,success,1449,,,,,华中,mobile
2157b172-367d-47af-9c0e-70d4f56d75a6,2025-09-08 09:24:17,U01402,delete,lecture_4598.pptx,pptx,2820280,success,447,,,,,华东,mobile
2ea5eac5-3c46-4a66-bf24-2ce20c858d82,2026-02-15 10:13:58,U02585,delete,log_4483.txt,txt,172819,success,379,,,,,华北,desktop
d18aa178-0db0-4b09-b02e-ae8aa7ce7b89,2025-09-27 16:27:57,U02021,download,letter_9348.docx,docx,1054977,success,196,,,,,西北,desktop
0a785cd0-8f68-43e1-a556-c466776dc1ec,2026-03-09 14:24:24,U01311,download,statistics_1188.xlsx,xlsx,2883315,success,1496,,,,,西北,mobile
9d759b1f-3432-41a4-8047-6aa2a76ac631,2025-04-25 10:10:29,U02787,upload,chart_9201.png,png,849320,success,1071,,,,,西北,desktop
21300aef-6c96-4576-b01a-8e45bdcd4c97,2025-07-23 08:48:10,U04159,convert,photo_6310.jpg,jpg,1074680,failed,7698,pdf_to_pdf,pdf,pdf,文件大小超出限制,华东,desktop
d2b25407-7aec-443e-a96f-f809de23631b,2025-03-22 07:31:52,U04648,upload,scan_3103.jpg,jpg,1433597,success,4703,,,,,华东,desktop
67742ead-0625-4ee6-9839-2101429db271,2026-03-10 20:59:34,U04970,preview,chart_7537.png,png,2917259,success,947,,,,,西北,desktop
3f84b7df-41a0-464f-9fbc-3a1dab89abc8,2025-08-19 06:01:37,U02031,download,slides_2163.pptx,pptx,593868,success,1954,,,,,华东,desktop
cc263cdf-8617-4a24-89cc-687d67a3fb62,2025-09-01 10:31:13,U04212,convert,ui_design_8744.png,png,1119204,success,27460,xlsx_to_pdf,xlsx,pdf,,华东,mobile
c26d5a0b-bcaf-43ca-9d36-c1ca2d301205,2026-03-10 11:55:46,U02903,upload,screenshot_1993.png,png,1788716,success,1095,,,,,华东,desktop
2e33b2c5-fa66-4e7b-a27c-04f171f9a6ee,2025-05-24 11:17:29,U03676,upload,export_2604.csv,csv,58045,success,4628,,,,,西南,tablet
c702e1e7-5a0d-4da3-afc7-18ba7f9d09c5,2025-06-20 11:30:13,U01937,preview,dataset_7209.csv,csv,7260,success,593,,,,,东北,mobile
1dd8b6bd-b053-4c7d-8aaa-c00940e45e14,2026-03-10 15:46:50,U02337,download,diagram_4111.png,png,1344482,success,219,,,,,华北,desktop
fd0f454f-1c22-4372-a83e-c2049d4328c6,2025-02-28 04:30:32,U02570,delete,budget_9320.xlsx,xlsx,366011,success,85,,,,,华北,mobile
97c4ba8b-d76d-4603-a45d-2cdedbbbc60a,2026-02-18 08:56:36,U01927,upload,lecture_2343.pptx,pptx,3616713,success,4830,,,,,华北,tablet
454ad520-2189-4267-b7a6-47703d4e5258,2025-11-18 09:25:08,U01674,download,resume_2188.docx,docx,39535,success,1253,,,,,海外,desktop
8434fba0-8b17-42f0-8be9-e886e1032be0,2025-09-29 08:22:56,U01747,upload,contract_3584.pdf,pdf,3725758,success,2678,,,,,华北,tablet
766f4785-a4d6-44a4-bd5a-9aef20f49f79,2025-01-09 15:35:19,U04334,delete,presentation_5333.pdf,pdf,1018285,success,430,,,,,华北,desktop
fa2a2a9b-6680-47bd-90da-9d915e684453,2025-08-04 15:13:43,U04955,download,manual_5114.pdf,pdf,476132,success,967,,,,,西南,desktop
facd6c16-f97d-4661-a4cc-342d4a0265c0,2025-05-14 15:16:10,U02733,download,inventory_1158.xlsx,xlsx,499233,success,1908,,,,,华中,desktop
060ab5d4-2aea-4ff3-af5c-dce0de5d272e,2026-01-14 14:09:27,U00296,upload,proposal_6862.docx,docx,460562,success,1042,,,,,华南,mobile
56361d82-2dbc-46b4-8c20-99c3f391931c,2025-06-08 19:15:55,U03330,upload,scan_7755.jpg,jpg,101980,success,2921,,,,,西南,desktop
38f7f666-ba6f-4292-a0c9-6fb3478fbe03,2025-10-01 08:44:06,U02033,convert,manual_4644.pdf,pdf,1724138,success,16083,xlsx_to_pdf,xlsx,pdf,,西南,tablet
d3bd31c7-b9bf-4c55-afc5-4f74bc1da861,2025-01-25 15:25:21,U01827,upload,form_5573.pdf,pdf,2995627,success,3474,,,,,华中,mobile
d9327b17-6fb5-4cf5-9d29-828ecc8a1b0c,2025-01-29 08:16:11,U02713,download,page_2776.html,html,322775,success,1592,,,,,西南,desktop
e1a43de9-a2b3-4e7f-93b2-65009a6f524f,2025-04-29 11:36:12,U04190,upload,screenshot_9518.png,png,2358431,success,1814,,,,,华南,desktop
7673909b-be5b-40b4-b982-56db7f2b6d11,2025-11-18 15:07:46,U02705,delete,grades_7691.xlsx,xlsx,1398110,success,201,,,,,华北,desktop
97227509-f95e-4929-b3e3-8107f2f98604,2025-06-28 14:19:25,U03106,convert,contract_4443.pdf,pdf,3656163,success,20879,pdf_to_html,pdf,html,,华北,desktop
7c483571-544e-415b-b3a6-b68107b36cb9,2026-04-30 16:50:47,U01751,upload,thesis_6491.pdf,pdf,833388,success,2124,,,,,华中,desktop
ec8e7ae5-ea2e-41cd-b224-81134a2e2607,2025-05-31 02:15:30,U01632,download,background_7790.jpg,jpg,1908363,success,498,,,,,华中,desktop
3ae3311d-46b5-4775-baaf-6c6e40d8fc9e,2025-09-07 08:44:00,U03274,preview,notes_7965.txt,txt,58367,success,1475,,,,,华北,desktop
9e588a76-5a0d-4334-850c-2f8f7ec9027b,2025-05-05 12:51:29,U02042,download,report_6198.html,html,405968,success,1354,,,,,西南,tablet
4a9816d2-85c1-491d-9bbe-a138d1b46354,2026-04-02 18:47:55,U03496,convert,presentation_5543.pdf,pdf,4422979,success,8839,xlsx_to_pdf,xlsx,pdf,,华东,desktop
c8541e1d-e052-4d3f-be76-bd8fba1e49eb,2025-12-10 10:34:05,U02226,upload,invoice_3503.pdf,pdf,1844766,success,3539,,,,,华南,desktop
8da1b8b6-f66e-48ae-859f-c6b93e209f61,2025-07-31 17:24:57,U00511,preview,readme_7232.md,md,63518,failed,770,,,,文件损坏无法解析,华南,tablet
6039d7fb-2656-4bb1-9615-92d84ae39531,2025-08-14 13:17:27,U03433,convert,agreement_7624.docx,docx,1538718,success,16315,md_to_pdf,md,pdf,,海外,desktop
aa5da4c8-a8e0-48be-917a-d01cc8c273b5,2025-01-28 07:27:08,U03228,preview,contract_7211.pdf,pdf,2796033,success,719,,,,,华南,tablet
3615ae58-0967-43fa-8872-66dc8d3345c8,2026-03-08 10:05:30,U02280,upload,statistics_4673.xlsx,xlsx,2756901,success,529,,,,,西南,tablet
67b18ca5-2c68-438c-8554-a6cb1af97413,2025-01-21 14:15:08,U01634,convert,presentation_8619.pdf,pdf,2199527,success,6498,pdf_to_png,pdf,png,,港澳台,mobile
32278c5b-b0d8-4240-9fec-c1523b8834c1,2025-11-15 08:01:59,U01342,convert,logo_7498.png,png,931855,success,23630,jpg_to_png,jpg,png,,华东,mobile
08f53831-3aaf-49d7-9db8-8648de926fc9,2025-05-04 16:36:50,U02471,upload,grades_7071.xlsx,xlsx,319225,success,2995,,,,,华东,desktop
30c0b6a6-0b41-461b-b8cb-7ee4e4870daa,2025-04-19 12:23:40,U04016,preview,letter_8135.docx,docx,389385,success,1382,,,,,华南,mobile
f5432b27-723c-4671-8c0a-0021f6f013fa,2026-05-11 12:52:46,U04409,download,letter_2419.docx,docx,604954,success,599,,,,,西南,mobile
c9ae7c1a-1288-4191-b8c3-f4702bcb02d8,2025-12-11 02:54:20,U03105,upload,form_5232.pdf,pdf,2904969,success,2463,,,,,华北,desktop
cdb57299-fffc-4bd7-b033-f9a5ae033826,2025-03-29 09:26:31,U01566,download,manual_9041.pdf,pdf,3809560,success,290,,,,,华南,desktop
546fc8e5-1b11-4983-ada3-d25b6d72e40b,2025-11-10 15:23:30,U01994,download,agreement_6419.docx,docx,757800,success,654,,,,,华南,desktop
7941daef-e661-4467-9bb2-056714d8a211,2025-11-20 08:34:48,U01578,download,invoice_8933.pdf,pdf,2369446,success,1656,,,,,华北,desktop
652a578e-bf8e-4947-b458-f08552db16f0,2025-07-18 10:23:11,U00824,convert,diagram_5494.png,png,290906,success,19132,xlsx_to_pdf,xlsx,pdf,,东北,mobile
ab587dbd-306f-433a-bac4-5ef0466a9a1c,2025-04-16 18:36:18,U04022,convert,letter_1841.docx,docx,549485,success,16654,docx_to_pdf,docx,pdf,,华东,desktop
b8953bb6-7ac2-4a22-9e7d-744ab1b74b54,2025-02-24 08:51:36,U04727,delete,presentation_2940.pdf,pdf,4731455,success,360,,,,,华北,mobile
31a161d2-ef31-4dd7-b584-c267f58f2423,2026-01-25 12:28:19,U04281,preview,template_1986.html,html,329622,success,253,,,,,东北,desktop
61a67651-58dd-431a-b914-ff74d86c4e9c,2025-09-28 15:10:15,U01729,upload,report_7693.pdf,pdf,3829098,success,4049,,,,,华南,desktop
929414b0-2706-46c9-87d9-0c5a9b38cc91,2026-04-10 06:14:59,U02317,upload,scan_7965.jpg,jpg,290703,success,1420,,,,,东北,mobile
990fe670-43fa-40c0-a4a1-aa98c512eba0,2025-03-03 09:19:38,U00585,download,statistics_8195.xlsx,xlsx,551577,success,722,,,,,华中,tablet
6b335f24-16df-4175-a41c-8f7d2b841f68,2026-05-21 12:38:02,U04100,preview,ui_design_5102.png,png,208485,success,1430,,,,,西南,mobile
41318c3f-a35e-408f-bfbd-b8a08b007642,2025-10-03 14:48:48,U00170,upload,inventory_5557.xlsx,xlsx,791220,success,3770,,,,,华中,desktop
421af89c-c672-496a-af3e-0455166003a6,2026-04-27 11:21:20,U00748,download,log_7744.txt,txt,182842,success,1456,,,,,东北,mobile
eddd27de-bfb8-42be-a8e2-61a86aa23635,2025-02-07 12:20:16,U04507,convert,backup_9431.zip,zip,538623,success,18779,pptx_to_pdf,pptx,pdf,,华东,desktop
d0b86a83-3f99-481e-90ce-94f12bb2da07,2026-03-29 16:13:17,U04084,convert,export_8941.csv,csv,132324,failed,5487,jpg_to_png,jpg,png,存储空间不足,华南,desktop
1b7a0538-8676-4c57-b83b-0fba97a84eaa,2025-04-06 09:53:58,U03343,upload,changelog_9165.md,md,94926,success,2439,,,,,华南,desktop
b1115c1f-3a0d-4d6e-8adb-34ad2bde52dc,2025-09-07 12:09:24,U03869,upload,demo_2143.pptx,pptx,2417331,success,3599,,,,,华南,mobile
5c7c96a0-d257-4eae-9def-e9f3b8077413,2025-01-03 10:19:53,U02189,download,template_3434.html,html,244119,success,806,,,,,华南,mobile
ff4c9693-f45c-47ec-ad2a-900854f1dde6,2026-04-12 19:55:12,U03091,delete,manual_4826.pdf,pdf,3495831,failed,431,,,,转换超时,东北,desktop
22e11673-3b74-435e-8aa8-88c7f7acc8e2,2026-05-23 20:08:32,U01247,delete,proposal_8213.docx,docx,229110,success,283,,,,,华东,desktop
0c5f937b-c1dc-403e-bbb3-2f0802fe11c6,2025-03-18 13:16:21,U01265,download,proposal_6383.docx,docx,1807489,success,1192,,,,,华南,desktop
977c5e48-bcd3-4d13-9c77-bb3d1baa0e69,2025-02-06 14:15:40,U03998,download,letter_2480.docx,docx,930104,success,1657,,,,,华中,tablet
4c84bcc4-a6a9-4542-89d6-8a31bb14fe65,2025-06-20 15:57:01,U03635,upload,image_6873.jpg,jpg,836098,success,2200,,,,,华北,mobile
5c04702b-bb1c-4e1c-a570-88969941b7c1,2025-06-24 09:39:55,U01476,convert,logo_3344.png,png,1073868,success,9322,pptx_to_pdf,pptx,pdf,,华中,tablet
2ad9852a-b829-4859-94b6-426f3cd3ae9a,2025-10-22 15:10:04,U03812,convert,spec_5901.docx,docx,1359951,success,23620,xlsx_to_pdf,xlsx,pdf,,西南,desktop
bd3131c4-e71f-4ddc-98f6-aa9e7edef55c,2026-05-10 08:24:36,U03152,convert,agreement_5837.docx,docx,66010,success,22568,xlsx_to_pdf,xlsx,pdf,,华东,tablet
9ee8b248-5e9d-4661-9142-5a67f34d0aff,2026-05-24 17:57:18,U00402,preview,form_6772.pdf,pdf,1887143,success,1321,,,,,华南,mobile
a439a33a-99e0-43b9-ae21-4a813236653f,2025-04-10 18:41:02,U01121,convert,spec_6977.docx,docx,1555869,success,10670,xlsx_to_pdf,xlsx,pdf,,华南,desktop
833826d1-e3ac-48a0-9d8f-b231d849adc0,2026-01-10 13:58:17,U04419,preview,form_8894.pdf,pdf,2525825,success,743,,,,,西南,desktop
f37d277c-36e6-41b6-b205-9f55da92b872,2025-05-25 16:14:55,U00617,download,logo_6992.png,png,478757,success,128,,,,,华南,desktop
b201b4ff-714d-4128-9980-4c6eb6a01a59,2025-09-26 14:52:40,U03020,delete,presentation_8724.pdf,pdf,259921,success,337,,,,,华南,mobile
aa326e17-ecf3-47cd-b40e-8f385b9e07e0,2026-04-21 18:19:41,U00518,convert,report_5986.pdf,pdf,4182434,success,8693,csv_to_xlsx,csv,xlsx,,华东,desktop
32cc5d40-e3a7-4557-8d80-109b4e10a3e2,2026-03-06 14:46:09,U04426,preview,logo_7686.png,png,1273315,failed,808,,,,文件格式不支持,华南,desktop
68b9bfd7-8bd0-4732-9f69-eedc8c8a4cd7,2025-04-12 22:23:34,U02972,delete,screenshot_7523.png,png,1257130,success,112,,,,,东北,mobile
3cffa7d8-ba6e-45f6-87bd-cdb512e540dc,2025-08-06 15:38:01,U00751,upload,letter_4362.docx,docx,163885,success,4740,,,,,华东,desktop
d432804a-8516-4221-959d-844d4fe56e78,2025-12-03 16:50:57,U01909,download,presentation_3129.pdf,pdf,4581655,success,457,,,,,华东,tablet
c06fbf2d-0c0b-4ebd-a321-2c0101ae6acc,2025-01-16 11:50:15,U01080,download,contract_1858.pdf,pdf,1113327,success,1177,,,,,华东,desktop
6ef69fc5-9d12-4995-b56c-eb39bcaa71ce,2026-01-06 13:06:28,U03673,convert,readme_9543.md,md,40535,success,2020,docx_to_pdf,docx,pdf,,华北,desktop
efc61586-53be-4c8d-8ca6-54f553441b5b,2026-05-18 15:28:04,U00885,preview,letter_2076.docx,docx,284642,success,1346,,,,,华北,mobile
15884798-b53f-48ab-99d1-1871cfa264b9,2025-10-29 12:38:27,U03121,upload,ui_design_4522.png,png,1903844,success,2071,,,,,华南,mobile
1fb2a8ca-b341-42a9-8657-f3f297d9f30d,2026-03-02 16:20:27,U03267,convert,presentation_8770.pdf,pdf,613155,success,3797,docx_to_pdf,docx,pdf,,华东,mobile
34144493-6350-49bc-8dcf-c89b68d5284a,2025-03-03 14:35:35,U01066,convert,contract_7929.pdf,pdf,481560,success,20674,xlsx_to_pdf,xlsx,pdf,,华东,desktop
b2320463-3f09-4cb1-8319-a503e2810b23,2026-05-09 09:06:22,U01268,preview,resume_4705.docx,docx,1712865,success,1198,,,,,港澳台,mobile
1758c338-f2fb-40b4-88ba-015c3f721984,2025-01-27 14:42:53,U04561,download,contract_6062.pdf,pdf,2900655,success,471,,,,,西北,mobile
2c050cd5-b407-4b8e-8828-78264f34a645,2025-03-13 08:40:01,U03284,upload,inventory_7878.xlsx,xlsx,1932728,success,3231,,,,,华南,desktop
630663db-fe8e-49a0-ac23-0e4b74eaaf38,2025-03-28 18:09:10,U04650,preview,report_5458.pdf,pdf,3767101,success,1044,,,,,华北,desktop
6ecf9812-c07b-444d-8013-004ca03e341c,2025-04-27 11:07:18,U01766,download,lecture_6053.pptx,pptx,480988,success,1327,,,,,华东,desktop
5cd057c1-0fda-40d3-a63c-0aebda1ab3c6,2025-05-21 16:18:20,U01731,upload,inventory_3878.xlsx,xlsx,571844,success,2085,,,,,华北,mobile
39941cf3-8acf-4b2b-9f7c-0e8835309c73,2025-03-15 11:47:02,U02902,convert,proposal_6129.docx,docx,1227454,success,14252,png_to_jpg,png,jpg,,华南,desktop
bab21436-9a29-4587-93be-bcf86a3f2162,2025-11-29 09:39:29,U00171,preview,dataset_8155.csv,csv,890506,success,942,,,,,华北,desktop
94c82e0e-3d17-450b-920c-0358396a9dd0,2025-11-14 16:14:21,U03243,preview,invoice_2868.pdf,pdf,4501035,success,765,,,,,华南,tablet
9b35a914-6ed6-424b-927a-e37a6e9fd633,2025-08-30 07:16:12,U01210,upload,form_2234.pdf,pdf,1536009,success,4247,,,,,华北,mobile
ac61e230-5155-4ea2-85dc-ad5ceeff0145,2026-04-05 15:56:36,U04748,download,template_6179.html,html,89145,success,1060,,,,,华南,desktop
ccfeab57-2b27-432d-8873-d2418c125231,2025-02-27 11:04:19,U02251,convert,contract_5703.pdf,pdf,693666,success,29026,docx_to_pdf,docx,pdf,,华北,desktop
0ab340c9-048a-48ee-8564-f0abef6630ea,2025-02-12 12:51:36,U04755,download,meeting_notes_9214.docx,docx,336378,success,1022,,,,,华东,tablet
bc9f50e7-22d4-4bae-a5ec-a88659d7a2a2,2025-03-28 13:11:02,U02814,upload,meeting_notes_9586.docx,docx,1116282,success,3181,,,,,华南,desktop
ce7531c3-962e-4a62-b6d4-ef202bdd9d89,2025-12-13 15:03:50,U03349,download,resume_2548.docx,docx,1190133,success,681,,,,,华南,tablet
90a02b16-9c20-46d0-b7c6-85992fcb2d6e,2025-06-03 10:37:42,U04938,upload,agreement_7421.docx,docx,290431,success,894,,,,,华南,desktop
ae5dbbda-4b79-4ea8-b47d-f7c880a05f0f,2025-05-11 15:53:47,U02691,delete,dataset_7937.csv,csv,538188,success,235,,,,,华南,tablet
0729b8b2-766f-4cb6-932b-33a52919769a,2026-05-13 09:08:09,U02800,upload,notes_9317.txt,txt,142497,success,4513,,,,,华东,desktop
223c84b7-d69b-4c05-b0c6-ca0b4c8e0058,2026-01-21 08:11:53,U01074,download,demo_8170.pptx,pptx,466518,success,1485,,,,,华中,tablet
e2a96809-4ca8-42f0-91c7-80eb09926589,2026-04-05 09:15:19,U02335,delete,scan_7026.jpg,jpg,1472512,success,275,,,,,华北,desktop
54c5a97a-9eb9-4ea3-a1fa-45cfb6deb968,2026-05-30 13:10:52,U03129,upload,training_1854.pptx,pptx,4131486,success,4742,,,,,东北,mobile
95df4f1a-1a1f-441b-ac57-b0a3d272ac0e,2025-05-08 10:48:10,U04227,upload,dataset_8167.csv,csv,101168,success,2018,,,,,西南,tablet
536d70f2-694e-48f1-9a5f-9f68a0d407c8,2026-03-01 05:32:23,U00219,upload,template_4678.html,html,24778,success,1011,,,,,西南,mobile
aba63704-d7f9-4170-8231-15ff66b5ebdb,2025-05-21 03:58:53,U01197,convert,summary_8349.txt,txt,162309,failed,655,xlsx_to_pdf,xlsx,pdf,并发限制,华北,mobile
b83cb244-1021-4d4a-8049-d825f8c3ae63,2026-03-10 08:18:15,U04324,convert,manual_8489.pdf,pdf,576864,success,17378,pdf_to_png,pdf,png,,华东,desktop
f96cb5f1-44c8-4e45-9d58-f6e093363cf3,2025-05-28 10:00:39,U01982,convert,data_export_2402.xlsx,xlsx,2225653,success,3217,md_to_html,md,html,,华北,mobile
41120697-14fb-415f-a8b5-2ff3ed0bc961,2025-01-21 11:30:02,U04159,download,template_1266.html,html,197220,success,806,,,,,华东,mobile
1ed02418-1b61-435d-9166-376dfec7c540,2025-12-07 08:22:34,U00850,convert,logo_8840.png,png,2749692,success,5418,docx_to_pdf,docx,pdf,,西南,desktop
011e39cc-ba90-4d6a-b782-947a84b745ef,2025-07-26 04:12:56,U02404,upload,api_9897.md,md,63049,success,1765,,,,,华南,tablet
8fc3e2ca-146a-4122-9397-40b9ee13d9b7,2025-12-06 10:51:23,U00392,convert,meeting_notes_7334.docx,docx,731011,success,17259,pdf_to_html,pdf,html,,华南,mobile
e6ecf050-0aea-4e31-bca7-3e993a738929,2025-03-26 16:05:27,U02185,download,log_6262.txt,txt,27895,success,1453,,,,,华南,desktop
33388861-c1c0-4662-991d-e05d6b0bbdbb,2025-06-20 15:22:28,U03491,upload,log_8126.txt,txt,72973,success,669,,,,,华东,mobile
04e40927-f85a-4f06-8696-136fab4793b2,2025-06-13 20:09:54,U02977,download,photo_3068.jpg,jpg,190998,success,1421,,,,,华南,desktop
f33a44c9-309a-44eb-b43a-1822a703d6d2,2025-02-03 14:43:28,U04647,delete,proposal_3255.docx,docx,1130357,success,210,,,,,华中,desktop
6a14e25b-76de-4ed1-a6a1-d20f7112e3de,2025-01-27 16:31:33,U00930,convert,statistics_5264.xlsx,xlsx,2982948,success,21049,xlsx_to_pdf,xlsx,pdf,,东北,desktop
e492b592-7736-4ab1-a9c6-8feeb09341e6,2025-05-19 17:28:11,U01005,preview,proposal_6236.docx,docx,1420561,success,182,,,,,华北,desktop
40926c74-c7d2-4210-8b4c-c721463e25d5,2025-06-11 15:59:44,U02458,download,scan_2988.jpg,jpg,471486,success,584,,,,,西南,desktop
603f5976-6d5b-43c2-a04b-a6d2457e3020,2026-01-13 12:35:08,U04539,download,contract_7523.pdf,pdf,4065333,success,1675,,,,,华南,mobile
f20871e6-8de0-4e4d-b012-883629af004e,2025-11-21 15:28:29,U01027,download,spec_3981.docx,docx,1630154,success,986,,,,,华北,tablet
0d4d76e0-5aea-4f35-8be2-05a9cd1a4059,2025-06-06 10:10:20,U01018,delete,thesis_5653.pdf,pdf,711524,success,375,,,,,港澳台,desktop
e6a138bf-7736-40a0-ab6e-fe9ecd9f826e,2025-04-06 13:10:37,U02481,delete,invoice_6531.pdf,pdf,4777970,failed,492,,,,文件格式不支持,华东,mobile
27bf17b5-885f-4143-ae72-00bbce6ecc12,2025-09-29 15:49:36,U04725,convert,pitch_9938.pptx,pptx,2529941,success,10899,pptx_to_pdf,pptx,pdf,,西南,mobile
3ec9e456-400a-491a-9926-c85734b07ed2,2026-04-10 06:03:10,U02437,convert,data_export_6573.xlsx,xlsx,2574517,success,29229,png_to_jpg,png,jpg,,华中,tablet
fb9da566-f26e-49ab-a881-da6c6d68fcbc,2025-05-14 16:32:35,U03267,upload,report_5382.pdf,pdf,3821484,success,993,,,,,华东,tablet
d1a68b0d-7eb3-42f1-9b82-eaf86847f0a2,2025-09-12 20:57:10,U03426,preview,docs_4110.md,md,21885,success,1104,,,,,华北,tablet
c85cf540-6985-481b-8617-a12d7ac074dc,2025-01-24 07:25:32,U04075,convert,thesis_6781.pdf,pdf,458174,success,17216,pdf_to_png,pdf,png,,西南,mobile
6b4feddb-9312-4f4e-ade0-119ae3ef206c,2025-01-09 17:27:08,U02341,preview,logo_6995.png,png,289760,success,1217,,,,,华北,desktop
05fe65b1-b068-4791-9526-53ae46411105,2025-03-17 11:28:48,U02365,convert,notes_3108.txt,txt,26344,success,27047,pdf_to_pdf,pdf,pdf,,华北,desktop
dcaa8cda-fbcd-43e0-b87c-eefc5b14aec8,2025-07-23 14:25:32,U01182,upload,invoice_6456.pdf,pdf,4024053,success,1420,,,,,华北,desktop
7af827a5-19af-4a62-a7f6-dda3c1d4dcaf,2025-11-23 09:39:47,U02687,preview,lecture_9351.pptx,pptx,4565590,success,1202,,,,,华南,mobile
8aae32bd-3b5a-484f-8cd1-74effb57e8fc,2025-12-06 15:26:37,U03018,convert,backup_1436.csv,csv,630905,success,22482,jpg_to_png,jpg,png,,西南,mobile
6fdbb9ac-b1ae-4ae7-b6dd-ca5e8b876831,2026-05-07 09:40:46,U00421,download,readme_4968.txt,txt,9276,success,1534,,,,,华东,desktop
bdf6373f-8456-4b41-9410-2d3f20b1d347,2026-03-05 08:44:13,U02570,convert,background_2020.jpg,jpg,1530117,success,7794,pdf_to_png,pdf,png,,海外,desktop
52f4481f-2b0f-4d64-8524-4146182c17ff,2025-11-18 20:29:58,U03087,convert,grades_5331.xlsx,xlsx,2588846,success,9077,xlsx_to_pdf,xlsx,pdf,,华南,tablet
110a6196-4283-4ddc-8b40-4d4ca056c9c7,2025-10-23 15:44:45,U02439,convert,financial_5480.xlsx,xlsx,1237076,success,23171,pptx_to_pdf,pptx,pdf,,西北,desktop
75ed5459-776e-45d2-98aa-fcbf937b6d42,2025-05-30 10:18:45,U02828,upload,backup_5201.csv,csv,788641,success,1855,,,,,西南,desktop
f0deef8b-62cd-4981-8a17-a9cb0abbfce4,2025-10-06 08:39:47,U04605,download,invoice_9700.pdf,pdf,1943070,success,207,,,,,华东,desktop
54c886fc-7833-4c44-bfae-3d65e460eb2e,2025-04-13 15:08:00,U03870,delete,archive_7666.zip,zip,16461831,success,152,,,,,西南,desktop
e2ade57b-931d-436f-b9c8-19ed28cb86f3,2025-03-02 18:05:41,U02339,download,grades_1611.xlsx,xlsx,764274,success,1815,,,,,华东,tablet
